Author 1,Author 2,ID 1,ID 2,Affiliation 1,Affiliation 2,Year,DOI,EID,General Areas,Specific Areas,AUID 1,AUID 2
Byron Tecson,Charles B. Felix,57202291314,56941483300,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202291314,AUID-56941483300
Byron Tecson,Aristotle T. Ubando,57202291314,55326454500,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202291314,AUID-55326454500
Byron Tecson,Cynthia F. Madrazo,57202291314,56011278100,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202291314,AUID-56011278100
Byron Tecson,Renann G. Baldovino,57202291314,56741519000,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202291314,AUID-56741519000
Byron Tecson,Alvin B. Culaba,57202291314,6508063649,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202291314,AUID-6508063649
Diane Veronica Virtucio,Charles B. Felix,57202285833,56941483300,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202285833,AUID-56941483300
Diane Veronica Virtucio,Aristotle T. Ubando,57202285833,55326454500,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202285833,AUID-55326454500
Diane Veronica Virtucio,Cynthia F. Madrazo,57202285833,56011278100,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202285833,AUID-56011278100
Diane Veronica Virtucio,Renann G. Baldovino,57202285833,56741519000,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202285833,AUID-56741519000
Diane Veronica Virtucio,Alvin B. Culaba,57202285833,6508063649,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202285833,AUID-6508063649
Charles B. Felix,Aristotle T. Ubando,56941483300,55326454500,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-56941483300,AUID-55326454500
Charles B. Felix,Cynthia F. Madrazo,56941483300,56011278100,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-56941483300,AUID-56011278100
Charles B. Felix,Renann G. Baldovino,56941483300,56741519000,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-56941483300,AUID-56741519000
Charles B. Felix,Alvin B. Culaba,56941483300,6508063649,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-56941483300,AUID-6508063649
Aristotle T. Ubando,Cynthia F. Madrazo,55326454500,56011278100,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-55326454500,AUID-56011278100
Aristotle T. Ubando,Renann G. Baldovino,55326454500,56741519000,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-55326454500,AUID-56741519000
Aristotle T. Ubando,Alvin B. Culaba,55326454500,6508063649,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-55326454500,AUID-6508063649
Cynthia F. Madrazo,Renann G. Baldovino,56011278100,56741519000,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-56011278100,AUID-56741519000
Cynthia F. Madrazo,Alvin B. Culaba,56011278100,6508063649,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-56011278100,AUID-6508063649
Renann G. Baldovino,Alvin B. Culaba,56741519000,6508063649,De La Salle University,De La Salle University,2018,,2-s2.0-85047768983,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-56741519000,AUID-6508063649
John Isaac G. Enriquez,Al Rey C. Villagracia,57190121723,54892039000,De La Salle University,De La Salle University,2018,,2-s2.0-85047721381,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57190121723,AUID-54892039000
John Isaac G. Enriquez,Joaquin Lorenzo Valmoria Moreno,57190121723,24475256000,De La Salle University,De La Salle University,2018,,2-s2.0-85047721381,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57190121723,AUID-24475256000
John Isaac G. Enriquez,Nelson Buntimil Arboleda,57190121723,6508225374,De La Salle University,De La Salle University,2018,,2-s2.0-85047721381,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57190121723,AUID-6508225374
John Isaac G. Enriquez,Melanie Y. David,57190121723,54790513700,De La Salle University,De La Salle University,2018,,2-s2.0-85047721381,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57190121723,AUID-54790513700
John Isaac G. Enriquez,Aristotle T. Ubando,57190121723,55326454500,De La Salle University,De La Salle University,2018,,2-s2.0-85047721381,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57190121723,AUID-55326454500
John Isaac G. Enriquez,Alvin B. Culaba,57190121723,6508063649,De La Salle University,De La Salle University,2018,,2-s2.0-85047721381,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57190121723,AUID-6508063649
Al Rey C. Villagracia,Joaquin Lorenzo Valmoria Moreno,54892039000,24475256000,De La Salle University,De La Salle University,2018,,2-s2.0-85047721381,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-54892039000,AUID-24475256000
Al Rey C. Villagracia,Nelson Buntimil Arboleda,54892039000,6508225374,De La Salle University,De La Salle University,2018,,2-s2.0-85047721381,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-54892039000,AUID-6508225374
Al Rey C. Villagracia,Melanie Y. David,54892039000,54790513700,De La Salle University,De La Salle University,2018,,2-s2.0-85047721381,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-54892039000,AUID-54790513700
Al Rey C. Villagracia,Aristotle T. Ubando,54892039000,55326454500,De La Salle University,De La Salle University,2018,,2-s2.0-85047721381,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-54892039000,AUID-55326454500
