Id,Label,timeset,frequency,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,Cluster,clustering,triangles,eigencentrality
Kenneth Charles N. Yamson,Kenneth Charles N. Yamson,,4,author1; author2,4,4,14,0.150821,0.179817,0,0.000149,0,1,1,6,0.002682
Hung Hsuan Lin,Hung Hsuan Lin,,3,author1,3,3,1,1,1,0,0.000213,144,209,1,3,0.000743
Dirk K. Hincha,Dirk K. Hincha,,11,; author2,6,11,1,1,1,0,0.000257,91,111,1,15,0.001925
Raymund C. Sison,Raymund C. Sison,,4,; author2,4,4,14,0.14411,0.162129,7241,0.000342,0,142,0.166667,1,0.00098
Carlo Reese F. Borja,Carlo Reese F. Borja,,5,author1; author2,5,5,14,0.135723,0.160622,0,0.000185,0,1,1,10,0.002885
Ricardo H. RamÃ­rez-GonzÃ¡lez,Ricardo H. RamÃ­rez-GonzÃ¡lez,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Mary Criselle P. Dizon,Mary Criselle P. Dizon,,3,author1,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Jerwin Ross R. Pugal,Jerwin Ross R. Pugal,,4,author1; author2,4,4,17,0.105905,0.116909,0,0.000172,0,8,1,6,0.001339
Janine Mae Gonzales,Janine Mae Gonzales,,3,author1,3,3,5,0.267905,0.306601,0,0.000182,40,45,1,3,0.001095
Esperanza E. Chua,Esperanza E. Chua,,6,author1; author2,6,6,13,0.150193,0.182084,0,0.000187,0,1,1,15,0.004054
Raylene Caviles,Raylene Caviles,,7,author1; author2,7,7,17,0.10596,0.118151,0,0.000204,0,8,1,21,0.00307
Simonov Kusi-Sarpong,Simonov Kusi-Sarpong,,3,; author2,3,3,2,0.551724,0.59375,0,0.000184,18,52,1,3,0.001026
James Darryl D. Bungay,James Darryl D. Bungay,,6,author1; author2,6,6,14,0.158457,0.185649,0,0.000218,0,8,1,15,0.003215
Kim Benedict P. Cabonita,Kim Benedict P. Cabonita,,5,author1; author2,5,5,5,0.377358,0.505833,0,0.000241,61,38,1,10,0.001571
Mel Stychen S Tan,Mel Stychen S Tan,,1,author1,1,1,18,0.094202,0.110943,0,0.000083,0,35,0,0,0.000677
Angelo Grace S. Dela Cruz,Angelo Grace S. Dela Cruz,,4,author1,4,4,13,0.182753,0.232056,9812.04005,0.000107,0,0,0.5,3,0.01772
Gaea Iolanthe Mari R. Bercero,Gaea Iolanthe Mari R. Bercero,,3,; author2,3,3,1,1,1,0,0.000172,49,188,1,3,0.000743
Ronnielyn M. Clemente,Ronnielyn M. Clemente,,5,author1,5,5,16,0.109331,0.121175,0,0.000216,0,47,1,10,0.001605
Vicente L. Co,Vicente L. Co,,4,author1; author2,4,4,2,0.7,0.785714,0,0.000236,261,102,1,6,0.001145
Charmine O. Aquino,Charmine O. Aquino,,3,author1; author2,3,3,14,0.13535,0.158511,0,0.000145,0,1,1,3,0.001804
Shermaine Sy,Shermaine Sy,,3,author1; author2,3,3,16,0.116098,0.128823,0,0.000194,0,10,1,3,0.000811
Michael Anthony T. Valdez,Michael Anthony T. Valdez,,2,author1,2,2,1,1,1,0,0.000243,37,282,1,1,0.000454
Dann Neil R. Cape,Dann Neil R. Cape,,4,author1; author2,4,4,15,0.133732,0.15258,0,0.000169,0,8,1,6,0.001889
Aldwin Jerome P. Cabebe,Aldwin Jerome P. Cabebe,,6,author1; author2,6,6,14,0.170851,0.222049,0,0.000144,0,53,1,15,0.016415
Alexis Pantola,Alexis Pantola,,4,author1,4,4,1,1,1,0,0.000243,104,153,1,6,0.00108
Mervin Stewart C. Uy,Mervin Stewart C. Uy,,4,author1; author2,4,4,14,0.149182,0.171359,0,0.000188,0,10,1,6,0.001454
Joven D. Garcia,Joven D. Garcia,,3,; author2,3,3,1,1,1,0,0.000243,294,236,1,3,0.000743
Adrian Christopher Cardino,Adrian Christopher Cardino,,3,author1; author2,3,3,1,1,1,0,0.000243,59,189,1,3,0.000743
Roland V. Sarmago,Roland V. Sarmago,,15,; author2,10,15,19,0.092122,0.105863,7243.5,0.000338,0,14,0.377778,17,0.006139
Delfin Enrique G. Lindo,Delfin Enrique G. Lindo,,7,author1; author2,5,7,13,0.164623,0.202137,0.666667,0.000148,0,0,0.8,8,0.008352
Michael Nayat Young,Michael Nayat Young,,1,; author2,1,1,1,1,1,0,0.000243,324,398,0,0,0.000208
Homer S. Co,Homer S. Co,,16,author1; author2,12,16,13,0.164735,0.203792,6163.26189,0.000373,0,0,0.409091,27,0.010419
Elmer B. Dollera,Elmer B. Dollera,,8,author1,8,8,1,1,1,16,0.000413,180,86,0.428571,12,0.002188
Remedios de Dios Bulos,Remedios de Dios Bulos,,12,author1; author2,9,12,14,0.146522,0.171481,14703.964715,0.000492,0,22,0.25,9,0.003321
Henry N. Adorna,Henry N. Adorna,,78,author1; author2,29,78,13,0.149542,0.175921,485428.13184,0.001598,0,19,0.140394,57,0.011933
Seyed Hamed H. Sohi,Seyed Hamed H. Sohi,,1,author1,1,1,1,1,1,0,0.000243,300,396,0,0,0.000208
Jose Miguel R Salvo,Jose Miguel R Salvo,,3,author1,3,3,5,0.29023,0.335314,0,0.000194,40,40,1,3,0.001142
Gemmalyn E. Magnaye,Gemmalyn E. Magnaye,,7,author1; author2,7,7,20,0.086117,0.093619,0,0.000196,0,31,1,21,0.002772
Jumpei Matsumoto,Jumpei Matsumoto,,5,author1; author2,5,5,19,0.085853,0.09208,0,0.000249,0,59,1,10,0.001516
Pascal Neveu,Pascal Neveu,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Reuben Donado,Reuben Donado,,5,author1,5,5,14,0.169699,0.216917,0,0.000131,0,0,1,10,0.010347
Beau Gray M. Habal,Beau Gray M. Habal,,8,author1; author2,4,8,2,0.75,0.833333,0,0.000274,82,109,1,6,0.001122
Yi Cao,Yi Cao,,11,author1; author2,4,11,1,1,1,0,0.000295,119,161,1,6,0.00108
Bryan Adam B. Tan,Bryan Adam B. Tan,,3,; author2,3,3,2,0.555556,0.6,0,0.0002,183,60,1,3,0.000994
Darlferhen Dancel,Darlferhen Dancel,,7,author1; author2,7,7,1,1,1,0,0.000243,169,95,1,21,0.002447
Jason T. Hernandez,Jason T. Hernandez,,3,; author2,3,3,2,0.636364,0.714286,0,0.000198,175,96,1,3,0.00083
Stephen John Matthew C. Wenceslao,Stephen John Matthew C. Wenceslao,,1,author1,1,1,3,0.444444,0.5,0,0.000117,45,91,0,0,0.000285
Gerry Bagtasa,Gerry Bagtasa,,19,author1; author2,10,19,15,0.142285,0.167599,166421.930683,0.000344,0,23,0.533333,24,0.004219
Maricor N. Soriano,Maricor N. Soriano,,14,author1; author2,11,14,14,0.168187,0.209233,67401.679791,0.000561,0,1,0.218182,12,0.006765
Benedict Troy B. Gales,Benedict Troy B. Gales,,5,author1; author2,5,5,1,1,1,0,0.000243,99,137,1,10,0.001472
John Roger Sobremonte,John Roger Sobremonte,,3,author1; author2,3,3,5,0.29023,0.335314,0,0.000194,40,40,1,3,0.001142
Matthew De Vera,Matthew De Vera,,9,author1,9,9,18,0.089988,0.11508,0,0.000174,0,6,1,36,0.011654
Kelvin Richie Co,Kelvin Richie Co,,3,author1; author2,3,3,2,0.8,0.875,0,0.000253,21,182,1,3,0.000762
Rodney Karlo C. Pascual,Rodney Karlo C. Pascual,,10,author1; author2,5,10,13,0.154882,0.186327,0,0.000262,0,2,1,10,0.004068
Julie F. Fallaria,Julie F. Fallaria,,4,; author2,4,4,17,0.097929,0.104952,0,0.000222,0,68,1,6,0.001237
Patricia Kristen A. Dela Cruz,Patricia Kristen A. Dela Cruz,,22,author1; author2,15,22,17,0.117367,0.140629,1823.423817,0.000305,0,4,0.885714,93,0.013564
Eliza B. Ayo,Eliza B. Ayo,,4,author1,4,4,1,1,1,0,0.000243,157,159,1,6,0.00108
Allison Mae Yu,Allison Mae Yu,,4,; author2,4,4,1,1,1,0,0.000243,104,153,1,6,0.00108
Joel G. Amora,Joel G. Amora,,1,author1,1,1,15,0.139379,0.159096,0,0.000067,0,2,0,0,0.001109
Roselia Dela Cruz,Roselia Dela Cruz,,1,author1,1,1,3,0.5,0.583333,0,0.000099,168,162,0,0,0.000245
Jeno Paolo Rigor,Jeno Paolo Rigor,,5,; author2,5,5,15,0.118612,0.128795,0,0.00023,0,36,1,10,0.001812
Jan Franz Palngipang,Jan Franz Palngipang,,4,author1; author2,2,4,18,0.094206,0.11115,0,0.000224,0,35,1,1,0.000921
Roland Joseph M. Gudani,Roland Joseph M. Gudani,,2,author1; author2,2,2,1,1,1,0,0.000243,219,290,1,1,0.000454
Luis Antonio Rafael A. Sumilong,Luis Antonio Rafael A. Sumilong,,3,; author2,3,3,1,1,1,0,0.000243,113,203,1,3,0.000743
Mark Bulaong,Mark Bulaong,,1,author1,1,1,1,1,1,0,0.000243,311,397,0,0,0.000208
Jerik G. Beltran,Jerik G. Beltran,,1,; author2,1,1,1,1,1,0,0.000243,90,311,0,0,0.000208
Princess Mae D Macatuno,Princess Mae D Macatuno,,5,author1; author2,5,5,14,0.167603,0.206183,0,0.000139,0,15,1,10,0.006177
Dirk FrettlÃ¶h,Dirk FrettlÃ¶h,,2,author1; author2,2,2,1,1,1,0,0.000243,258,270,1,1,0.000454
Joseph Rey Sta Agueda,Joseph Rey Sta Agueda,,14,author1; author2,14,14,14,0.16765,0.217921,12055,0.000316,0,0,0.505495,46,0.023287
Cornelio B. Javier,Cornelio B. Javier,,1,; author2,1,1,2,0.666667,0.75,0,0.000187,254,293,0,0,0.000226
Maureen M. Villamor,Maureen M. Villamor,,2,author1,1,2,16,0.125925,0.143782,0,0.000095,0,21,0,0,0.000975
Maria Theresa Cunanan,Maria Theresa Cunanan,,17,author1; author2,17,17,19,0.091139,0.108866,133.5,0.000511,0,12,0.448529,61,0.007566
Dewey L. Sia,Dewey L. Sia,,2,author1,2,2,17,0.11195,0.124733,0,0.000113,0,21,1,1,0.000848
Maricar S. Prudente,Maricar S. Prudente,,19,author1; author2,10,19,16,0.125259,0.143485,16881.5,0.00087,0,44,0.088889,4,0.002428
Josiel Catherine V. Almeda,Josiel Catherine V. Almeda,,2,author1,2,2,1,1,1,0,0.000243,273,302,1,1,0.000454
Luis F. RazÃ³n,Luis F. RazÃ³n,,14,author1; author2,13,14,13,0.174882,0.206401,247188.447006,0.000397,0,50,0.24359,19,0.006574
Ira Valenzuela,Ira Valenzuela,,13,author1; author2,10,13,14,0.180541,0.239414,825.573494,0.000222,0,0,0.688889,31,0.029476
Erbeth Gerald Delvo,Erbeth Gerald Delvo,,5,author1; author2,5,5,1,1,1,0,0.000243,39,130,1,10,0.001472
Genesis Ian Palaganas,Genesis Ian Palaganas,,3,author1; author2,3,3,14,0.130158,0.144921,0,0.000098,0,19,1,3,0.001912
P. J.C. Dilao,P. J.C. Dilao,,1,author1,1,1,1,1,1,0,0.000243,320,378,0,0,0.000208
Danica Love E. Suterio,Danica Love E. Suterio,,3,author1; author2,3,3,1,1,1,0,0.000243,207,213,1,3,0.000743
Patrick KÃ¶nig,Patrick KÃ¶nig,,55,author1; author2,55,55,16,0.107929,0.136937,0,0.000254,0,7,1,1485,0.964798
Francis James O Corpuz,Francis James O Corpuz,,2,author1; author2,2,2,15,0.14399,0.16727,0,0.000123,0,1,1,1,0.000766
Edgar Bryan B. Nicart,Edgar Bryan B. Nicart,,2,author1,2,2,14,0.132051,0.153382,0,0.000114,0,5,1,1,0.002187
Kevin Christopher S. Lapuz,Kevin Christopher S. Lapuz,,4,author1; author2,4,4,3,0.482759,0.583333,0,0.000204,42,61,1,6,0.001203
Kyoungwon Seo,Kyoungwon Seo,,17,author1; author2,17,17,1,1,1,0,0.000243,53,48,1,136,0.013867
Sophia Gracia P Agustin,Sophia Gracia P Agustin,,3,author1; author2,3,3,19,0.091056,0.105452,0,0.000144,0,12,1,3,0.001223
Roel P. Masongsong,Roel P. Masongsong,,1,author1,1,1,19,0.079979,0.085068,0,0.000101,0,46,0,0,0.000303
Francisco A. Magno,Francisco A. Magno,,6,author1; author2,6,6,14,0.145929,0.169761,0,0.000204,0,10,1,15,0.003518
Junn Dobit A. Paras,Junn Dobit A. Paras,,2,author1; author2,2,2,1,1,1,0,0.000243,302,287,1,1,0.000454
Majella Cayley J. Domingo,Majella Cayley J. Domingo,,2,author1; author2,2,2,1,1,1,0,0.000243,273,302,1,1,0.000454
Annissa Vi C. Diaz,Annissa Vi C. Diaz,,5,author1; author2,5,5,14,0.142495,0.171576,0,0.000186,0,1,1,10,0.002748
Jasper S. Agustin,Jasper S. Agustin,,10,author1; author2,6,10,14,0.131133,0.147069,112733.037309,0.000341,0,28,0.466667,7,0.002209
Billy James S. Labay,Billy James S. Labay,,3,author1; author2,3,3,2,0.636364,0.714286,0,0.000198,175,96,1,3,0.00083
Maria Katrina Donato,Maria Katrina Donato,,3,author1,3,3,2,0.540541,0.575,0,0.000205,146,37,1,3,0.001097
Ming Li X. He,Ming Li X. He,,3,author1; author2,3,3,1,1,1,0,0.000243,100,196,1,3,0.000743
Wallory James Cambe,Wallory James Cambe,,5,author1; author2,5,5,15,0.133917,0.153925,0,0.000171,0,8,1,10,0.002696
Maria Aurielle Tobias,Maria Aurielle Tobias,,3,author1; author2,3,3,15,0.142731,0.164565,0,0.000163,0,8,1,3,0.001352
Kuo Hwa Chang,Kuo Hwa Chang,,1,author1,1,1,1,1,1,0,0.000243,324,398,0,0,0.000208
John Patrick C. Agustin,John Patrick C. Agustin,,3,author1,3,3,18,0.094162,0.112254,0,0.00015,0,11,1,3,0.001185
Jonathan D.L. Casano,Jonathan D.L. Casano,,9,author1; author2,8,9,16,0.125991,0.145438,7241,0.00037,0,21,0.321429,9,0.003216
Noel T. Fortun,Noel T. Fortun,,3,author1,3,3,13,0.160553,0.179772,0,0.000135,0,50,1,3,0.001388
Charlot L. Maramag,Charlot L. Maramag,,1,author1,1,1,18,0.101008,0.111756,0,0.000095,0,27,0,0,0.000587
Jocelyn Flores Villaverde,Jocelyn Flores Villaverde,,39,author1; author2,37,39,14,0.161941,0.199562,342208.652521,0.001404,0,2,0.105105,70,0.015853
Engr Leonard U. Ambata,Engr Leonard U. Ambata,,5,; author2,5,5,3,0.451613,0.583333,0,0.000163,81,64,1,10,0.001631
E. R. Resuma,E. R. Resuma,,8,author1; author2,8,8,1,1,1,0,0.000243,240,88,1,28,0.003047
Jonathan Apuang,Jonathan Apuang,,9,author1; author2,9,9,16,0.125435,0.150706,0,0.000232,0,3,1,36,0.006305
Alyssa Nicole N. Ty,Alyssa Nicole N. Ty,,3,author1; author2,3,3,16,0.109694,0.118571,0,0.000213,0,26,1,3,0.000913
William James Custodio,William James Custodio,,4,author1; author2,4,4,14,0.13139,0.142657,0,0.000196,0,13,1,6,0.001288
Jesse Daniel A. Santos,Jesse Daniel A. Santos,,6,author1; author2,6,6,14,0.161995,0.20527,0,0.000123,0,0,1,15,0.011921
Arlene O. Trillanes,Arlene O. Trillanes,,5,author1; author2,5,5,14,0.152458,0.176758,0,0.000167,0,8,1,10,0.00309
Kathleen Anne M. Almendral,Kathleen Anne M. Almendral,,5,author1,5,5,15,0.152151,0.185888,0,0.000161,0,174,1,10,0.003377
Kevin K. Khan,Kevin K. Khan,,7,author1; author2,7,7,18,0.089978,0.114597,0,0.000158,0,6,1,21,0.0076
Michael Thomson,Michael Thomson,,20,author1; author2,20,20,15,0.120289,0.145459,0,0.000231,0,7,1,190,0.048355
Gary Daniel G Yap,Gary Daniel G Yap,,8,author1; author2,4,8,13,0.167452,0.195243,0,0.000233,0,9,1,6,0.002389
Umut Avci,Umut Avci,,1,author1,1,1,2,0.571429,0.625,0,0.00011,253,170,0,0,0.000265
Elaine C. Iturralde,Elaine C. Iturralde,,2,author1,2,2,15,0.12377,0.135829,0,0.000132,0,18,1,1,0.001075
Jan Michael Bernardo,Jan Michael Bernardo,,4,; author2,4,4,1,1,1,0,0.000243,15,146,1,6,0.00108
Michael L. Narisma,Michael L. Narisma,,3,author1; author2,3,3,15,0.155091,0.191525,0,0.000121,0,301,1,3,0.003038
Abigail Alix,Abigail Alix,,2,author1; author2,2,2,20,0.074074,0.078422,0,0.000176,0,46,1,1,0.000515
Tomas Horvath,Tomas Horvath,,2,; author2,2,2,1,1,1,0,0.000243,57,274,1,1,0.000454
Israel Carino,Israel Carino,,1,; author2,1,1,1,1,1,0,0.000243,110,399,0,0,0.000208
Bernadette E. Masil,Bernadette E. Masil,,1,author1,1,1,15,0.143981,0.167063,0,0.00007,0,1,0,0,0.000528
Melvin K. Cabatuan,Melvin K. Cabatuan,,44,author1; author2,26,44,14,0.179909,0.236765,15693.866523,0.000731,0,0,0.36,117,0.041163
Jerome Bryan Liwanag,Jerome Bryan Liwanag,,6,author1; author2,6,6,16,0.125168,0.147809,0,0.000196,0,3,1,15,0.003012
Kenneth Royce Brigola,Kenneth Royce Brigola,,5,author1,5,5,14,0.144127,0.162964,0,0.000215,0,22,1,10,0.001811
Uziel Rein Agub,Uziel Rein Agub,,9,author1,9,9,18,0.089981,0.114942,0,0.000168,0,6,1,36,0.009716
Aaron Jeremy B. Darilag,Aaron Jeremy B. Darilag,,5,author1; author2,5,5,16,0.109331,0.121175,0,0.000216,0,47,1,10,0.001605
Ravi D. Militar,Ravi D. Militar,,4,author1; author2,4,4,5,0.347458,0.427236,0,0.000214,133,49,1,6,0.001406
Saman Ronagh,Saman Ronagh,,3,author1; author2,3,3,1,1,1,0,0.000243,67,193,1,3,0.000743
Jason William Lobel,Jason William Lobel,,1,author1,1,1,1,1,1,0,0.000243,286,400,0,0,0.000208
Christian Michael Dollosa,Christian Michael Dollosa,,5,author1; author2,5,5,16,0.136721,0.159391,0,0.000228,0,33,1,10,0.001927
Edgardo V. Gubatanga,Edgardo V. Gubatanga,,1,author1,1,1,19,0.09593,0.110357,0,0.000059,0,4,0,0,0.000669
Paulo Noel G. Paje,Paulo Noel G. Paje,,10,author1; author2,9,10,15,0.125181,0.139979,639.3,0.000411,0,18,0.555556,20,0.003896
Grace G. Boqueo,Grace G. Boqueo,,4,author1,4,4,15,0.1168,0.131199,0,0.000191,0,82,1,6,0.001333
Arman D. Domingo,Arman D. Domingo,,4,author1; author2,4,4,14,0.154219,0.182925,0,0.000133,0,0,1,6,0.002661
Daniel Gatica-Perez,Daniel Gatica-Perez,,3,; author2,3,3,2,0.8,0.875,0,0.000253,253,170,1,3,0.000762
Mark A. Clutario,Mark A. Clutario,,2,author1; author2,2,2,16,0.112226,0.123397,0,0.000127,0,39,1,1,0.000932
Francisco D. Esponilla,Francisco D. Esponilla,,5,author1; author2,5,5,15,0.15511,0.191939,0,0.000163,0,175,1,10,0.003859
K. J. Ramohan Reddy,K. J. Ramohan Reddy,,13,author1; author2,13,13,2,0.809524,0.882353,0,0.000254,115,51,1,78,0.00786
Allen Vincent Gonzales,Allen Vincent Gonzales,,4,author1; author2,4,4,15,0.129962,0.145063,0,0.000207,0,73,1,6,0.001251
Pattavipha Songkumarn,Pattavipha Songkumarn,,5,author1; author2,3,5,1,1,1,0,0.000266,36,207,1,3,0.000743
Reagan L. Galvez,Reagan L. Galvez,,34,author1; author2,19,34,14,0.179976,0.23611,1045.025524,0.00047,0,0,0.637427,109,0.042834
Robert Kerwin C. Billones,Robert Kerwin C. Billones,,95,author1; author2,50,95,13,0.190191,0.260413,38301.254253,0.001361,0,0,0.205714,252,0.080267
Freddie Rick E. Labuanan,Freddie Rick E. Labuanan,,8,author1; author2,4,8,15,0.119462,0.134998,0,0.000208,0,116,1,6,0.001225
Caroline Natalie M Peralta,Caroline Natalie M Peralta,,1,author1,1,1,3,0.4,0.45,0,0.000104,68,76,0,0,0.000267
Khristie Joy L. Katigbak,Khristie Joy L. Katigbak,,6,author1; author2,6,6,2,0.59375,0.657895,0,0.000145,7,42,1,15,0.0034
Ramsey S. Ferrer,Ramsey S. Ferrer,,3,author1,3,3,1,1,1,0,0.000243,130,199,1,3,0.000743
Raquel V. Francisco,Raquel V. Francisco,,3,; author2,3,3,15,0.140588,0.160504,0,0.000081,0,23,1,3,0.001409
Kristel Anne D. Jazmin,Kristel Anne D. Jazmin,,5,author1; author2,5,5,13,0.150249,0.18236,0,0.000177,0,1,1,10,0.003771
Joven Daniel R. Nepomuceno,Joven Daniel R. Nepomuceno,,1,author1,1,1,17,0.09804,0.120557,0,0.00006,0,11,0,0,0.00138
Lance Jay Tristeza Montalban,Lance Jay Tristeza Montalban,,1,author1,1,1,15,0.116941,0.130422,0,0.000082,0,22,0,0,0.000404
John Jeric R. Mamaril,John Jeric R. Mamaril,,6,author1; author2,6,6,15,0.142302,0.171964,0,0.000187,0,3,1,15,0.003331
Igor Jurcic,Igor Jurcic,,10,; author2,10,10,2,0.916667,0.954545,0,0.000255,56,70,1,45,0.004544
Vivencio C. Fuentes,Vivencio C. Fuentes,,5,author1; author2,5,5,17,0.098347,0.123562,231.508333,0.000219,0,11,0.7,7,0.003034
Rafael A. Cabredo,Rafael A. Cabredo,,14,author1; author2,14,14,13,0.175288,0.214507,130076.877872,0.000523,0,10,0.142857,13,0.00771
Ramil G. Lumauag,Ramil G. Lumauag,,6,author1; author2,6,6,14,0.13242,0.155349,11381.91789,0.000321,0,22,0.133333,2,0.004164
Raphael Bihis,Raphael Bihis,,4,author1; author2,4,4,12,0.154397,0.170815,0,0.000181,0,9,1,6,0.001482
Gundelina S. Chua,Gundelina S. Chua,,13,author1; author2,13,13,14,0.173091,0.229118,0,0.000193,0,0,1,78,0.035706
Paul Anthony T Sevilla,Paul Anthony T Sevilla,,4,author1; author2,4,4,14,0.161974,0.204856,0,0.000135,0,235,1,6,0.007249
Matthew V. Malabanan,Matthew V. Malabanan,,8,; author2,8,8,18,0.102036,0.120492,0,0.000141,0,4,1,28,0.005022
Sharaful Ilmi Paduman,Sharaful Ilmi Paduman,,4,author1; author2,4,4,14,0.15566,0.181586,0,0.000178,0,9,1,6,0.001889
Jihan Karla Cadongonan,Jihan Karla Cadongonan,,3,author1; author2,3,3,15,0.130102,0.147935,0,0.000183,0,30,1,3,0.001145
Rocky Marcelino,Rocky Marcelino,,5,author1; author2,5,5,17,0.11572,0.128152,0,0.00023,0,31,1,10,0.001613
Rose Ann Peji,Rose Ann Peji,,3,author1; author2,3,3,1,1,1,0,0.000243,108,197,1,3,0.000743
Kenneth Orosa,Kenneth Orosa,,4,author1; author2,4,4,5,0.268617,0.311551,0,0.000218,40,45,1,6,0.001422
Masahiko Tani,Masahiko Tani,,17,author1; author2,17,17,19,0.092136,0.107104,0,0.000228,0,14,1,136,0.01745
Aileen Joan O. Vicente,Aileen Joan O. Vicente,,3,; author2,3,3,1,1,1,2,0.000356,138,201,0.333333,1,0.000666
Lydia S. Roleda,Lydia S. Roleda,,4,author1; author2,4,4,15,0.14295,0.16768,2415,0.000178,0,44,0.5,3,0.001702
Lawrean Angeley A Fulcher,Lawrean Angeley A Fulcher,,2,; author2,2,2,15,0.12377,0.135829,0,0.000132,0,18,1,1,0.001075
Daryll Santos,Daryll Santos,,5,author1; author2,5,5,17,0.112002,0.125526,0,0.00023,0,67,1,10,0.001731
Y. I. Chung,Y. I. Chung,,2,author1,2,2,3,0.52381,0.575758,0,0.00017,111,71,1,1,0.000608
Mark Lorenze Torregoza,Mark Lorenze Torregoza,,20,author1; author2,17,20,14,0.17153,0.226333,13743.089861,0.000425,0,0,0.294118,40,0.027771
Joshua H. Jacinto,Joshua H. Jacinto,,3,author1; author2,3,3,18,0.094162,0.112254,0,0.00015,0,11,1,3,0.001185
Reinald Kim Amplayo,Reinald Kim Amplayo,,2,author1,1,2,1,1,1,0,0.000243,182,321,0,0,0.000208
J. M. Leyda,J. M. Leyda,,5,author1; author2,5,5,1,1,1,0,0.000243,8,128,1,10,0.001472
Eliseo Q. Ramirez,Eliseo Q. Ramirez,,15,author1; author2,14,15,16,0.118437,0.135794,7206,0.000395,0,8,0.538462,49,0.006461
Kenji Doi,Kenji Doi,,12,author1; author2,9,12,14,0.158582,0.196306,13.497317,0.000182,0,0,0.861111,31,0.012227
Isabel Austria,Isabel Austria,,25,author1; author2,23,25,17,0.10448,0.138202,49874.063555,0.000572,0,11,0.355731,90,0.017583
Amir Karbassi Yazdi,Amir Karbassi Yazdi,,3,author1; author2,3,3,2,0.551724,0.59375,0,0.000184,18,52,1,3,0.001026
Ma Caselyn Morada,Ma Caselyn Morada,,4,; author2,4,4,2,0.576923,0.633333,0,0.000207,52,57,1,6,0.001419
Annael J. Domingo,Annael J. Domingo,,4,author1,4,4,18,0.093851,0.10107,0,0.000233,0,59,1,6,0.001124
Jennifer L. Camino,Jennifer L. Camino,,1,; author2,1,1,1,1,1,0,0.000243,319,401,0,0,0.000208
Jonathan Isaac E. Ignacio,Jonathan Isaac E. Ignacio,,5,author1; author2,5,5,14,0.152179,0.183944,0,0.000182,0,131,1,10,0.002326
Lee Javellana,Lee Javellana,,1,author1,1,1,2,0.666667,0.75,0,0.000187,289,294,0,0,0.000226
Joel B. Mangaba,Joel B. Mangaba,,9,author1; author2,9,9,3,0.592593,0.739583,15,0.000323,6,54,0.777778,28,0.003351
Paola Jamie V. Uy,Paola Jamie V. Uy,,6,author1; author2,6,6,14,0.145876,0.175865,0,0.000183,0,1,1,15,0.004224
Ryan James Nicholai L Dizon,Ryan James Nicholai L Dizon,,2,author1,2,2,19,0.095934,0.110564,0,0.000103,0,4,1,1,0.000912
Paulino H. Gatpandan,Paulino H. Gatpandan,,8,author1; author2,8,8,3,0.571429,0.708333,0,0.000268,6,54,1,28,0.003153
Carlo M. De Guzman,Carlo M. De Guzman,,4,author1; author2,4,4,16,0.136713,0.159184,0,0.000201,0,33,1,6,0.001545
Mark Noel L. Pereira,Mark Noel L. Pereira,,5,author1; author2,5,5,2,0.666667,0.75,0,0.000225,117,75,1,10,0.001595
Raphael Aganon,Raphael Aganon,,5,author1; author2,5,5,14,0.142495,0.171576,0,0.000186,0,1,1,10,0.002748
Neil Anne Mae S. Balderama,Neil Anne Mae S. Balderama,,3,author1; author2,3,3,16,0.108171,0.120773,0,0.000186,0,20,1,3,0.00092
Marc Driz Rosales,Marc Driz Rosales,,101,author1; author2,62,101,17,0.098741,0.140018,77405.285606,0.00162,0,6,0.171338,324,0.046631
Jean O. Loyola,Jean O. Loyola,,1,; author2,1,1,1,1,1,0,0.000243,318,376,0,0,0.000208
Cherrie May Olaya,Cherrie May Olaya,,2,author1,2,2,3,0.545455,0.638889,0,0.000211,151,119,1,1,0.000511
Sophia Sandoval,Sophia Sandoval,,3,author1,3,3,4,0.35689,0.401815,0,0.00019,40,16,1,3,0.001741
Holy Merr Carol P. Riomero,Holy Merr Carol P. Riomero,,6,; author2,6,6,14,0.160361,0.201052,0,0.000186,0,1,1,15,0.005855
Nitin Kumar Tripathi,Nitin Kumar Tripathi,,1,; author2,1,1,1,1,1,0,0.000243,271,402,0,0,0.000208
Frances Oblea,Frances Oblea,,6,author1; author2,6,6,14,0.163012,0.202407,0,0.00015,0,0,1,15,0.006238
Locedie Mansueto,Locedie Mansueto,,29,author1; author2,26,29,15,0.120325,0.1467,3528,0.000333,0,7,0.686154,223,0.053397
Francine Gail de Guzman,Francine Gail de Guzman,,3,author1; author2,3,3,5,0.267905,0.306601,0,0.000182,40,45,1,3,0.001095
Michelle Ylanan,Michelle Ylanan,,9,author1; author2,9,9,14,0.167592,0.216886,0,0.000171,0,0,1,36,0.021811
Z. E. L. Arcega,Z. E. L. Arcega,,2,author1,2,2,1,1,1,0,0.000243,252,268,1,1,0.000454
Marjorie V. Remolador,Marjorie V. Remolador,,1,author1,1,1,19,0.09593,0.110357,0,0.000059,0,4,0,0,0.000669
